,ADDRESS,CITY,ZIP,JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,YTD,TYPE,YEAR,LAT,LNG
266,3104 N. Narragansett Ave.,Chicago,60634,3816.0,4175.0,7177.0,0.0,0.0,1076.0,2310.0,2471.0,2451.0,3088.0,2186.0,1979.0,30729.0,Visitors,2020,41.944967,-87.797373
267,733 N. Kedzie Ave.,Chicago,60612,10899.0,11767.0,7358.0,0.0,0.0,5363.0,5653.0,5363.0,6430.0,7365.0,6105.0,6099.0,72402.0,Visitors,2020,41.88004,-87.687011
268,1605 N. Troy St.,Chicago,60647,4846.0,4760.0,6954.0,0.0,0.0,947.0,2441.0,3156.0,3432.0,4809.0,3148.0,2786.0,37279.0,Visitors,2020,41.921058,-87.701101
269,4455 N. Lincoln Ave.,Chicago,60625,29483.0,27624.0,14313.0,0.0,0.0,9709.0,14281.0,14330.0,14172.0,15367.0,12640.0,13600.0,165519.0,Visitors,2020,41.971155,-87.701816
270,4904 S. Lake Park Ave.,Chicago,60615,7216.0,6828.0,3628.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0,140.0,1954.0,20075.0,Visitors,2020,41.801993,-87.602725
271,5724 W. North Ave.,Chicago,60639,3864.0,3893.0,1597.0,0.0,0.0,594.0,1260.0,1528.0,1448.0,1403.0,1192.0,1128.0,17907.0,Visitors,2020,41.920609,-87.75531
272,415 East 79th St.,Chicago,60619,8004.0,7119.0,10619.0,0.0,0.0,1010.0,1639.0,2376.0,2541.0,1505.0,1988.0,1330.0,38131.0,Visitors,2020,41.744737,-87.60569
273,5630 N. Lincoln Ave.,Chicago,60659,10069.0,9802.0,8101.0,0.0,0.0,3299.0,5719.0,6141.0,5455.0,5560.0,5100.0,5095.0,64341.0,Visitors,2020,41.990803,-87.703266
274,1150 W. Fullerton Ave.,Chicago,60614,11563.0,11031.0,13002.0,0.0,0.0,4139.0,5547.0,5466.0,4993.0,6030.0,4960.0,5009.0,71740.0,Visitors,2020,41.922605,-87.652064
275,4020 W. 63rd St.,Chicago,60629,4880.0,4682.0,3255.0,0.0,0.0,538.0,891.0,1288.0,1391.0,1548.0,1055.0,1041.0,20569.0,Visitors,2020,41.777061,-87.711565
276,5055 S. Archer Ave.,Chicago,60632,6620.0,5803.0,4045.0,0.0,0.0,2697.0,3767.0,3754.0,3737.0,3999.0,3198.0,3229.0,40849.0,Visitors,2020,41.810038,-87.711251
277,3048 E. 130th St.,Chicago,60633,3017.0,2785.0,2064.0,0.0,0.0,1378.0,1832.0,1857.0,1698.0,1998.0,961.0,1332.0,18922.0,Visitors,2020,41.653147,-87.556037
278,4024 N. Elston Ave.,Chicago,60618,5491.0,5189.0,2275.0,0.0,0.0,1965.0,2776.0,2622.0,2865.0,2998.0,2025.0,1716.0,29922.0,Visitors,2020,41.946699,-87.703343
279,1805 S. Loomis St.,Chicago,60608,10498.0,9411.0,6806.0,0.0,0.0,1945.0,3316.0,3001.0,3204.0,4051.0,3390.0,2148.0,47770.0,Visitors,2020,41.849879,-87.670366
280,2505 E. 73rd St.,Chicago,60649,0.0,0.0,0.0,0.0,0.0,0.0,389.0,1086.0,1097.0,1262.0,894.0,387.0,5115.0,Visitors,2020,41.762202,-87.571522
281,2100 S. Wentworth Ave.,Chicago,60616,19325.0,14701.0,10222.0,0.0,0.0,1884.0,3375.0,4147.0,4159.0,4854.0,3129.0,3176.0,68972.0,Visitors,2020,41.844869,-87.629531
282,3353 W. 13th St.,Chicago,60623,0.0,0.0,0.0,0.0,0.0,388.0,1230.0,756.0,568.0,919.0,663.0,512.0,5036.0,Visitors,2020,41.850321,-87.717446
283,3030 W. Fullerton Ave.,Chicago,60647,12501.0,11545.0,6711.0,0.0,0.0,4243.0,6795.0,8731.0,7027.0,0.0,4890.0,6146.0,68589.0,Visitors,2020,41.921058,-87.701101
284,6083 N. Northwest Hwy.,Chicago,60631,736.0,3742.0,5078.0,0.0,0.0,2337.0,3306.0,1621.0,2654.0,3238.0,2448.0,2791.0,27951.0,Visitors,2020,41.995019,-87.813371
285,6871 W. Belden Ave.,Chicago,60707,1591.0,1375.0,634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,Visitors,2020,41.921777,-87.808283
286,4856 W. Chicago Ave.,Chicago,60651,7252.0,5970.0,3967.0,0.0,0.0,542.0,832.0,873.0,851.0,835.0,620.0,595.0,22337.0,Visitors,2020,41.901964,-87.741017
287,1701 N. Milwaukee Ave.,Chicago,60647,10699.0,9981.0,5663.0,0.0,0.0,2034.0,3654.0,4991.0,4948.0,5154.0,4552.0,4813.0,56489.0,Visitors,2020,41.921058,-87.701101
288,4300 W. North Ave.,Chicago,60639,3209.0,2994.0,2029.0,0.0,0.0,444.0,1013.0,2274.0,2178.0,2259.0,1795.0,1567.0,19762.0,Visitors,2020,41.920609,-87.75531
289,1915 W. 35th St.,Chicago,60609,6531.0,5301.0,3513.0,0.0,0.0,3604.0,4401.0,4118.0,4015.0,3820.0,2851.0,610.0,38764.0,Visitors,2020,41.812017,-87.653382
290,1625 W. Chicago Ave.,Chicago,60622,9179.0,8264.0,5392.0,0.0,0.0,3076.0,3349.0,1767.0,5587.0,6650.0,4183.0,3107.0,50554.0,Visitors,2020,41.902762,-87.681818
291,1962 W. 95th St.,Chicago,60643,2881.0,2843.0,1537.0,0.0,0.0,1119.0,1360.0,2003.0,1442.0,1753.0,1348.0,1136.0,17422.0,Visitors,2020,41.700445,-87.662381
292,115 S. Pulaski Rd.,Chicago,60624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,108.0,Visitors,2020,41.879417,-87.722735
293,2708 S. Pulaski Rd.,Chicago,60623,4196.0,4295.0,3589.0,0.0,0.0,1121.0,2017.0,1956.0,1780.0,2010.0,1526.0,1267.0,23757.0,Visitors,2020,41.850321,-87.717446
294,5615 W. Race Ave.,Chicago,60644,9335.0,9562.0,5390.0,0.0,0.0,1838.0,3614.0,4584.0,4122.0,3932.0,3152.0,2923.0,48452.0,Visitors,2020,41.881113,-87.756863
295,5363 W. Lawrence Ave.,Chicago,60630,5270.0,4718.0,2997.0,0.0,0.0,2835.0,3551.0,2569.0,2661.0,3458.0,2832.0,2452.0,33343.0,Visitors,2020,41.971261,-87.759611
296,4400 W. Lawrence Ave.,Chicago,60630,3412.0,2898.0,2123.0,0.0,0.0,696.0,1393.0,1833.0,1751.0,1971.0,1530.0,1348.0,18955.0,Visitors,2020,41.971261,-87.759611
297,9055 S. Houston Ave.,Chicago,60617,6489.0,6023.0,3457.0,0.0,0.0,2055.0,2827.0,3213.0,3161.0,3210.0,2064.0,0.0,32499.0,Visitors,2020,41.721257,-87.556897
298,6423 W. 63rd Pl.,Chicago,60638,4334.0,4137.0,3327.0,0.0,0.0,3125.0,3251.0,3085.0,2800.0,2300.0,2035.0,1894.0,30288.0,Visitors,2020,41.787032,-87.771902
299,644 W. Belmont Ave.,Chicago,60657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Visitors,2020,41.939715,-87.658216
300,929 W. Buena Ave.,Chicago,60613,10289.0,10115.0,6286.0,0.0,0.0,3292.0,4855.0,4682.0,4650.0,5061.0,3941.0,4365.0,57536.0,Visitors,2020,41.953742,-87.661343
301,6120 S. Kedzie Ave.,Chicago,60629,2301.0,5013.0,3568.0,0.0,0.0,1905.0,3726.0,3706.0,2917.0,3224.0,2730.0,2529.0,31619.0,Visitors,2020,41.777061,-87.711565
302,400 S. State St.,Chicago,60605,104255.0,102202.0,75066.0,0.0,0.0,23673.0,36325.0,35144.0,44570.0,51962.0,40119.0,41058.0,554374.0,Visitors,2020,41.867824,-87.623449
303,4314 S. Archer Ave.,Chicago,60632,3894.0,3562.0,2639.0,0.0,0.0,561.0,1346.0,1323.0,1174.0,1638.0,1194.0,1139.0,18470.0,Visitors,2020,41.810038,-87.711251
304,1745 W. 63rd St.,Chicago,60636,5207.0,4909.0,3212.0,0.0,0.0,1557.0,2192.0,2483.0,2437.0,2533.0,1836.0,1810.0,28176.0,Visitors,2020,41.77599,-87.668597
305,2311 S. Kedzie Ave.,Chicago,60623,5288.0,4917.0,3508.0,0.0,0.0,614.0,1443.0,1652.0,1762.0,1893.0,1430.0,1332.0,23839.0,Visitors,2020,41.850321,-87.717446
306,1659 W. Melrose St.,Chicago,60657,12707.0,11844.0,6818.0,0.0,0.0,4330.0,5711.0,4372.0,3794.0,2242.0,3484.0,2436.0,57738.0,Visitors,2020,41.939715,-87.658216
307,2807 W. 55th St.,Chicago,60632,2058.0,1942.0,1311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5311.0,Visitors,2020,41.810038,-87.711251
308,6800 N. Western Ave.,Chicago,60645,0.0,13474.0,7864.0,0.0,0.0,5612.0,9002.0,9342.0,9046.0,7657.0,5881.0,6184.0,74062.0,Visitors,2020,42.008927,-87.695049
309,7455 W. Cornelia Ave.,Chicago,60634,7328.0,7572.0,4237.0,0.0,0.0,3678.0,4873.0,6846.0,6185.0,5341.0,4086.0,4224.0,54370.0,Visitors,2020,41.944967,-87.797373
310,1226 W. Ainslie St.,Chicago,60640,9959.0,9130.0,6567.0,0.0,0.0,2147.0,2596.0,2802.0,2700.0,2787.0,2265.0,413.0,41366.0,Visitors,2020,41.971888,-87.662232
311,830 W. 119th St.,Chicago,60643,8338.0,7884.0,7611.0,0.0,0.0,649.0,1267.0,1529.0,1673.0,1966.0,1184.0,1160.0,33261.0,Visitors,2020,41.700445,-87.662381
312,11001 S. Indiana Ave.,Chicago,60628,3775.0,3410.0,2215.0,0.0,0.0,725.0,2492.0,1654.0,0.0,0.0,1149.0,1729.0,17149.0,Visitors,2020,41.694192,-87.621537
313,2401 E. 100th St.,Chicago,60617,3563.0,3191.0,2427.0,0.0,0.0,2145.0,2561.0,2678.0,3099.0,2876.0,1811.0,1697.0,26048.0,Visitors,2020,41.721257,-87.556897
314,4801 S. Michigan Ave.,Chicago,60615,4885.0,4729.0,6570.0,0.0,0.0,2322.0,2951.0,2806.0,2718.0,2974.0,406.0,0.0,30361.0,Visitors,2020,41.801993,-87.602725
315,11010 S. Kedzie Ave.,Chicago,60655,3582.0,2222.0,1233.0,0.0,0.0,1267.0,1468.0,1437.0,1387.0,1709.0,1448.0,1455.0,17208.0,Visitors,2020,41.696456,-87.701434
316,731 E. 63rd St.,Chicago,60637,6541.0,6593.0,4032.0,0.0,0.0,2399.0,3196.0,3624.0,3334.0,3692.0,3370.0,3356.0,40137.0,Visitors,2020,41.780991,-87.604053
317,6100 W. Irving Park Rd.,Chicago,60634,7867.0,7380.0,4222.0,0.0,0.0,1972.0,2810.0,2823.0,5558.0,6360.0,2820.0,2737.0,44549.0,Visitors,2020,41.944967,-87.797373
318,8530 S. Kedzie Ave.,Chicago,60652,3849.0,3526.0,2341.0,0.0,0.0,1371.0,1881.0,2190.0,1830.0,1750.0,1245.0,1355.0,21338.0,Visitors,2020,41.745398,-87.714238
319,7506 S. Racine Ave.,Chicago,60620,6199.0,7924.0,4089.0,0.0,0.0,1579.0,2345.0,3327.0,3186.0,3231.0,2072.0,2055.0,36007.0,Visitors,2020,41.740873,-87.651656
320,3647 S. State St.,Chicago,60609,1905.0,2577.0,1414.0,0.0,0.0,527.0,479.0,540.0,590.0,612.0,506.0,523.0,9673.0,Visitors,2020,41.812017,-87.653382
321,3710 E. 106th St.,Chicago,60617,1319.0,4556.0,3103.0,0.0,0.0,2814.0,2295.0,2861.0,1889.0,1849.0,1912.0,2053.0,24651.0,Visitors,2020,41.721257,-87.556897
322,5440 S. Racine Ave.,Chicago,60609,2698.0,2403.0,1780.0,0.0,0.0,1290.0,2118.0,2380.0,1611.0,755.0,1560.0,1612.0,18207.0,Visitors,2020,41.812017,-87.653382
323,11071 S. Hoyne Ave.,Chicago,60643,800.0,705.0,850.0,803.0,815.0,953.0,1098.0,914.0,880.0,1060.0,891.0,772.0,10541.0,Circulation,2021,41.700445,-87.662381
324,3401 W. Foster Ave.,Chicago,60625,4274.0,3486.0,5170.0,4864.0,4561.0,5711.0,5983.0,5675.0,5603.0,5699.0,5370.0,5238.0,61634.0,Circulation,2021,41.971155,-87.701816
325,8148 S. Stony Island Ave.,Chicago,60617,1342.0,1099.0,1241.0,1264.0,1368.0,1378.0,1242.0,1432.0,1589.0,1476.0,1355.0,1217.0,16003.0,Circulation,2021,41.721257,-87.556897
326,1350 W. 89th St.,Chicago,60620,311.0,349.0,501.0,60.0,85.0,278.0,197.0,280.0,277.0,337.0,314.0,332.0,3321.0,Circulation,2021,41.740873,-87.651656
327,7454 W. Balmoral Ave.,Chicago,60656,4375.0,3797.0,4725.0,4339.0,4386.0,5128.0,5511.0,4719.0,4630.0,5156.0,4850.0,3057.0,54673.0,Circulation,2021,41.974566,-87.817934
328,1336 W. Taylor St.,Chicago,60607,3978.0,3273.0,4237.0,3465.0,3835.0,4460.0,4906.0,4461.0,3842.0,3865.0,3896.0,3575.0,47793.0,Circulation,2021,41.876104,-87.652727
329,5331 W. Devon Ave.,Chicago,60646,6378.0,5498.0,6690.0,6451.0,5971.0,6744.0,7849.0,7082.0,6354.0,6003.0,6511.0,5137.0,76668.0,Circulation,2021,41.993931,-87.761826
330,6151 S. Normal Blvd.,Chicago,60621,323.0,268.0,303.0,270.0,274.0,332.0,355.0,533.0,399.0,439.0,470.0,368.0,4334.0,Circulation,2021,41.776931,-87.638812
331,6000 N. Broadway St.,Chicago,60660,11193.0,10185.0,11125.0,10500.0,10898.0,11595.0,11650.0,10854.0,10376.0,10137.0,9685.0,9539.0,127737.0,Circulation,2021,41.991062,-87.666362
332,310 W. Division St.,Chicago,60610,7399.0,6872.0,7910.0,7329.0,8085.0,8318.0,8412.0,7284.0,6777.0,6853.0,6639.0,498.0,82376.0,Circulation,2021,41.90455,-87.63581
333,642 W. 43rd St.,Chicago,60609,0.0,0.0,0.0,0.0,0.0,0.0,131.0,869.0,1042.0,969.0,941.0,935.0,4887.0,Circulation,2021,41.812017,-87.653382
334,3400 S. Halsted St.,Chicago,60608,4034.0,3152.0,3647.0,3708.0,3555.0,3532.0,3910.0,864.0,0.0,0.0,0.0,0.0,26402.0,Circulation,2021,41.849879,-87.670366
335,6 S. Hoyne Ave.,Chicago,60612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,171.0,547.0,620.0,530.0,1875.0,Circulation,2021,41.88004,-87.687011
336,5108 W. Belmont Ave.,Chicago,60641,3040.0,2903.0,3681.0,3430.0,3641.0,3450.0,3855.0,3481.0,3766.0,3612.0,3238.0,353.0,38450.0,Circulation,2021,41.946682,-87.746791
337,415 East 79th St.,Chicago,60619,601.0,441.0,585.0,611.0,783.0,813.0,668.0,843.0,936.0,744.0,572.0,545.0,8142.0,Circulation,2021,41.744737,-87.60569
338,1000 E. 73rd St.,Chicago,60619,336.0,376.0,428.0,398.0,460.0,462.0,307.0,0.0,377.0,627.0,596.0,498.0,4865.0,Circulation,2021,41.744737,-87.60569
339,4101 W. 79th St.,Chicago,60652,984.0,896.0,1185.0,1091.0,975.0,1028.0,1348.0,1222.0,1274.0,1474.0,1419.0,197.0,13093.0,Circulation,2021,41.745398,-87.714238
340,955 E. 131st St.,Chicago,60827,127.0,81.0,156.0,173.0,146.0,153.0,206.0,248.0,171.0,146.0,173.0,154.0,1934.0,Circulation,2021,41.650765,-87.633087
341,4020 W. 63rd St.,Chicago,60629,1174.0,1010.0,1538.0,1243.0,1428.0,629.0,13.0,0.0,0.0,0.0,0.0,0.0,7035.0,Circulation,2021,41.777061,-87.711565
342,2111 W. 47th St.,Chicago,60609,856.0,647.0,1070.0,1006.0,943.0,1090.0,1241.0,1179.0,1073.0,1363.0,1032.0,916.0,12416.0,Circulation,2021,41.812017,-87.653382
343,6907 N. Clark St.,Chicago,60626,4582.0,6311.0,6404.0,6489.0,5983.0,6257.0,7070.0,6453.0,6383.0,6528.0,6449.0,1285.0,70194.0,Circulation,2021,42.009469,-87.669834
344,6348 S. Archer Ave.,Chicago,60638,2437.0,2449.0,3093.0,2500.0,2628.0,3348.0,3691.0,2723.0,2893.0,3099.0,2593.0,2273.0,33727.0,Circulation,2021,41.787032,-87.771902
345,3436 S. King Dr.,Chicago,60616,845.0,804.0,930.0,900.0,976.0,1201.0,1344.0,1029.0,1217.0,1110.0,1189.0,1159.0,12704.0,Circulation,2021,41.844869,-87.629531
346,163 E. Pearson Street,Chicago,60611,0.0,0.0,0.0,0.0,0.0,0.0,123.0,1561.0,1825.0,2166.0,2239.0,2286.0,10200.0,Circulation,2021,41.894734,-87.620291
347,733 N. Kedzie Ave.,Chicago,60612,1541.0,1477.0,1455.0,1499.0,1246.0,1309.0,1321.0,1335.0,1221.0,1432.0,1458.0,989.0,16283.0,Circulation,2021,41.88004,-87.687011
348,1605 N. Troy St.,Chicago,60647,3107.0,2961.0,3211.0,2867.0,3014.0,3000.0,3394.0,2893.0,3263.0,3164.0,2962.0,2813.0,36649.0,Circulation,2021,41.921058,-87.701101
349,4455 N. Lincoln Ave.,Chicago,60625,22742.0,20954.0,24275.0,23702.0,23039.0,25051.0,24576.0,24156.0,23213.0,23756.0,24048.0,651.0,260163.0,Circulation,2021,41.971155,-87.701816
350,4904 S. Lake Park Ave.,Chicago,60615,6012.0,5296.0,6948.0,6582.0,6980.0,7013.0,7787.0,7423.0,6576.0,6929.0,6932.0,6279.0,80757.0,Circulation,2021,41.801993,-87.602725
351,5724 W. North Ave.,Chicago,60639,610.0,472.0,549.0,523.0,547.0,497.0,644.0,647.0,564.0,638.0,395.0,855.0,6941.0,Circulation,2021,41.920609,-87.75531
352,1625 W. Chicago Ave.,Chicago,60622,3631.0,3003.0,3596.0,3508.0,3787.0,3361.0,3725.0,4217.0,4401.0,4087.0,4280.0,3868.0,45464.0,Circulation,2021,41.902762,-87.681818
353,5630 N. Lincoln Ave.,Chicago,60659,5277.0,4665.0,5837.0,5800.0,5365.0,6208.0,6639.0,6571.0,5725.0,5829.0,6116.0,5854.0,69886.0,Circulation,2021,41.990803,-87.703266
354,1150 W. Fullerton Ave.,Chicago,60614,8658.0,7667.0,9869.0,9269.0,9727.0,10208.0,10190.0,10048.0,9936.0,9856.0,10238.0,8933.0,114599.0,Circulation,2021,41.922605,-87.652064
355,1745 W. 63rd St.,Chicago,60636,355.0,309.0,238.0,318.0,231.0,332.0,310.0,310.0,345.0,504.0,390.0,254.0,3896.0,Circulation,2021,41.77599,-87.668597
356,5055 S. Archer Ave.,Chicago,60632,1852.0,1587.0,1858.0,1791.0,1842.0,2328.0,2847.0,2538.0,2395.0,2579.0,2574.0,2129.0,26320.0,Circulation,2021,41.810038,-87.711251
357,3048 E. 130th St.,Chicago,60633,823.0,775.0,1004.0,960.0,948.0,1118.0,1117.0,1049.0,1080.0,1055.0,885.0,701.0,11515.0,Circulation,2021,41.653147,-87.556037
358,4024 N. Elston Ave.,Chicago,60618,5069.0,4572.0,5989.0,5474.0,5372.0,6068.0,6791.0,6559.0,5961.0,6320.0,6091.0,5281.0,69547.0,Circulation,2021,41.946699,-87.703343
359,1805 S. Loomis St.,Chicago,60608,1823.0,1760.0,2210.0,1829.0,2177.0,2305.0,2255.0,2355.0,2314.0,2112.0,2109.0,1859.0,25108.0,Circulation,2021,41.849879,-87.670366
360,2505 E. 73rd St.,Chicago,60649,687.0,694.0,893.0,902.0,929.0,1153.0,1292.0,1038.0,975.0,941.0,975.0,21671.0,32150.0,Circulation,2021,41.762202,-87.571522
361,2100 S. Wentworth Ave.,Chicago,60616,3460.0,2654.0,4009.0,3597.0,4333.0,4730.0,5682.0,5269.0,5466.0,5500.0,5240.0,4414.0,54354.0,Circulation,2021,41.844869,-87.629531
362,3353 W. 13th St.,Chicago,60623,366.0,273.0,347.0,318.0,393.0,475.0,389.0,410.0,543.0,517.0,358.0,463.0,4852.0,Circulation,2021,41.850321,-87.717446
363,3030 W. Fullerton Ave.,Chicago,60647,7374.0,7246.0,8600.0,8373.0,8623.0,9533.0,9856.0,9227.0,9132.0,9220.0,9424.0,8686.0,105294.0,Circulation,2021,41.921058,-87.701101
364,6083 N. Northwest Hwy.,Chicago,60631,3850.0,3744.0,4532.0,3523.0,4199.0,4403.0,4971.0,4548.0,3874.0,4435.0,4010.0,6002.0,52091.0,Circulation,2021,41.995019,-87.813371
365,6871 W. Belden Ave.,Chicago,60707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Circulation,2021,41.921777,-87.808283
366,3104 N. Narragansett Ave.,Chicago,60634,2877.0,2234.0,3398.0,2727.0,2518.0,3090.0,3322.0,3186.0,3356.0,3192.0,3037.0,2618.0,35555.0,Circulation,2021,41.944967,-87.797373
367,1701 N. Milwaukee Ave.,Chicago,60647,7291.0,6310.0,7795.0,7504.0,7660.0,8099.0,8006.0,7335.0,7450.0,7997.0,7550.0,6710.0,89707.0,Circulation,2021,41.921058,-87.701101
368,4300 W. North Ave.,Chicago,60639,876.0,614.0,783.0,720.0,1020.0,974.0,1002.0,1017.0,1025.0,1213.0,1112.0,8037.0,18393.0,Circulation,2021,41.920609,-87.75531
369,1915 W. 35th St.,Chicago,60609,127.0,1592.0,2512.0,2222.0,2405.0,2677.0,3123.0,3733.0,4041.0,3706.0,3705.0,7565.0,37408.0,Circulation,2021,41.812017,-87.653382
370,830 W. 119th St.,Chicago,60643,562.0,344.0,591.0,539.0,581.0,493.0,735.0,682.0,637.0,835.0,668.0,694.0,7361.0,Circulation,2021,41.700445,-87.662381
371,1962 W. 95th St.,Chicago,60643,2827.0,2245.0,2868.0,2782.0,2869.0,3118.0,3637.0,3196.0,3080.0,3177.0,3395.0,2655.0,35849.0,Circulation,2021,41.700445,-87.662381
372,115 S. Pulaski Rd.,Chicago,60624,344.0,234.0,421.0,420.0,488.0,466.0,479.0,566.0,435.0,458.0,454.0,461.0,5226.0,Circulation,2021,41.879417,-87.722735
373,2708 S. Pulaski Rd.,Chicago,60623,1746.0,1562.0,2159.0,1766.0,1677.0,1895.0,2070.0,1829.0,2640.0,2503.0,2187.0,1636.0,23670.0,Circulation,2021,41.850321,-87.717446
374,5615 W. Race Ave.,Chicago,60644,680.0,626.0,667.0,549.0,565.0,682.0,581.0,512.0,625.0,611.0,563.0,447.0,7108.0,Circulation,2021,41.881113,-87.756863
375,8530 S. Kedzie Ave.,Chicago,60652,597.0,0.0,447.0,486.0,606.0,791.0,679.0,746.0,740.0,755.0,833.0,607.0,7287.0,Circulation,2021,41.745398,-87.714238
376,5363 W. Lawrence Ave.,Chicago,60630,3868.0,3332.0,4559.0,4174.0,4175.0,4866.0,5573.0,5385.0,4925.0,5395.0,5085.0,4116.0,55453.0,Circulation,2021,41.971261,-87.759611
377,4400 W. Lawrence Ave.,Chicago,60630,2396.0,1917.0,2867.0,2457.0,2364.0,2265.0,2615.0,2504.0,2627.0,2498.0,2602.0,3076.0,30188.0,Circulation,2021,41.971261,-87.759611
378,9055 S. Houston Ave.,Chicago,60617,154.0,291.0,628.0,605.0,564.0,721.0,875.0,963.0,861.0,656.0,640.0,927.0,7885.0,Circulation,2021,41.721257,-87.556897
379,6423 W. 63rd Pl.,Chicago,60638,1667.0,1262.0,1465.0,1517.0,1579.0,2025.0,2072.0,1754.0,1714.0,1696.0,1830.0,1603.0,20184.0,Circulation,2021,41.787032,-87.771902
380,644 W. Belmont Ave.,Chicago,60657,7473.0,7031.0,7944.0,8022.0,8035.0,8101.0,8093.0,8334.0,8640.0,8994.0,7904.0,2862.0,91433.0,Circulation,2021,41.939715,-87.658216
381,929 W. Buena Ave.,Chicago,60613,6972.0,5496.0,5671.0,5047.0,5163.0,5812.0,6126.0,5643.0,5797.0,5623.0,5343.0,4768.0,67461.0,Circulation,2021,41.953742,-87.661343
382,6120 S. Kedzie Ave.,Chicago,60629,1111.0,902.0,1264.0,1184.0,1452.0,1661.0,2000.0,1634.0,1509.0,1895.0,1563.0,1380.0,17555.0,Circulation,2021,41.777061,-87.711565
383,400 S. State Street,Chicago,60605,20965.0,18837.0,21898.0,21220.0,22635.0,25011.0,24932.0,24348.0,24256.0,23970.0,22693.0,21046.0,271811.0,Circulation,2021,41.867824,-87.623449
384,4314 S. Archer Ave.,Chicago,60632,1491.0,1090.0,1704.0,1471.0,1525.0,1643.0,1914.0,1551.0,200.0,26.0,1170.0,1172.0,14957.0,Circulation,2021,41.810038,-87.711251
385,4856 W. Chicago Ave.,Chicago,60651,155.0,173.0,135.0,111.0,161.0,201.0,225.0,270.0,337.0,346.0,310.0,260.0,2684.0,Circulation,2021,41.901964,-87.741017
386,2311 S. Kedzie Ave.,Chicago,60623,1041.0,924.0,1280.0,1157.0,1223.0,1395.0,1829.0,1318.0,1478.0,1443.0,1541.0,1138.0,15767.0,Circulation,2021,41.850321,-87.717446
387,1659 W. Melrose St.,Chicago,60657,9936.0,8912.0,11336.0,10740.0,10787.0,12202.0,11856.0,11427.0,10767.0,10886.0,10992.0,9308.0,129149.0,Circulation,2021,41.939715,-87.658216
388,2807 W. 55th St.,Chicago,60632,0.0,0.0,0.0,0.0,0.0,0.0,18.0,545.0,423.0,669.0,608.0,510.0,2773.0,Circulation,2021,41.810038,-87.711251
389,6800 N. Western Ave.,Chicago,60645,9320.0,8239.0,9846.0,8881.0,9253.0,10035.0,10412.0,9839.0,8712.0,9200.0,8452.0,4575.0,106764.0,Circulation,2021,42.008927,-87.695049
390,7455 W. Cornelia Ave.,Chicago,60634,3229.0,2701.0,3431.0,3092.0,3034.0,3721.0,3820.0,3373.0,3073.0,3151.0,3008.0,2564.0,38197.0,Circulation,2021,41.944967,-87.797373
391,1226 W. Ainslie St.,Chicago,60640,162.0,1265.0,5408.0,5055.0,5312.0,5845.0,6276.0,5696.0,5540.0,5640.0,5614.0,5260.0,57073.0,Circulation,2021,41.971888,-87.662232
392,122 N. Aberdeen St.,Chicago,60607,3468.0,3130.0,3701.0,3830.0,3727.0,4043.0,4209.0,4126.0,3823.0,4057.0,3845.0,3547.0,45506.0,Circulation,2021,41.876104,-87.652727
393,11001 S. Indiana Ave.,Chicago,60628,222.0,288.0,271.0,302.0,325.0,335.0,342.0,357.0,324.0,365.0,468.0,3480.0,7079.0,Circulation,2021,41.694192,-87.621537
394,2401 E. 100th St.,Chicago,60617,267.0,178.0,284.0,260.0,41.0,102.0,272.0,326.0,348.0,303.0,464.0,360.0,3205.0,Circulation,2021,41.721257,-87.556897
395,4801 S. Michigan Ave.,Chicago,60615,6.0,162.0,418.0,469.0,525.0,616.0,712.0,691.0,671.0,632.0,684.0,583.0,6169.0,Circulation,2021,41.801993,-87.602725
396,11010 S. Kedzie Ave.,Chicago,60655,3330.0,2750.0,3261.0,3392.0,3230.0,3845.0,3746.0,3663.0,3176.0,2951.0,2862.0,5610.0,41816.0,Circulation,2021,41.696456,-87.701434
397,731 E. 63rd St.,Chicago,60637,836.0,716.0,883.0,657.0,1013.0,766.0,1205.0,1110.0,1147.0,1024.0,988.0,812.0,11157.0,Circulation,2021,41.780991,-87.604053
398,6100 W. Irving Park Rd.,Chicago,60634,4715.0,4232.0,5796.0,4717.0,5354.0,6140.0,6020.0,5749.0,5311.0,5480.0,4718.0,4702.0,62934.0,Circulation,2021,41.944967,-87.797373
399,9525 S. Halsted St.,Chicago,60628,2020.0,1681.0,1909.0,2071.0,1939.0,1589.0,2162.0,2056.0,2173.0,2220.0,1872.0,1636.0,23328.0,Circulation,2021,41.694192,-87.621537
400,7506 S. Racine Ave.,Chicago,60620,723.0,659.0,728.0,633.0,638.0,611.0,758.0,753.0,771.0,723.0,869.0,2120.0,9986.0,Circulation,2021,41.740873,-87.651656
