Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
6/15/2020,235,20,31,36,57,42,34,30,25,9,2,0,132,101,2,108,5,58,25,11,28,0,0,0,1,1,2,5,11,0,9,11,0,5,2,4,8,0,1,4,6,3,2,5,8,0,3,0,21,10,0,12,1,11,6,0,1
1/20/2021,788,12,57,107,212,155,117,91,59,31,16,0,398,390,0,260,36,165,217,35,75,0,0,1,0,1,4,4,2,0,8,4,0,2,1,6,3,0,0,0,4,7,10,9,11,7,9,0,27,30,0,13,0,25,17,0,2
11/7/2020,1571,14,113,181,394,337,266,187,113,54,39,0,825,746,0,635,49,233,430,60,164,0,0,1,1,1,1,4,6,0,9,5,0,3,0,4,7,0,0,1,7,7,16,23,25,11,23,0,59,54,0,36,5,40,25,4,3
4/19/2020,459,35,158,7,66,60,66,75,75,50,60,0,206,253,0,155,21,177,59,19,28,0,0,0,3,7,7,5,13,0,11,24,0,13,2,13,5,2,0,1,13,7,16,37,30,30,24,0,69,89,0,58,6,65,22,7,0
6/14/2020,92,12,27,6,22,18,20,14,6,2,4,0,44,48,0,38,1,28,7,6,12,0,0,0,1,1,3,2,5,0,6,6,0,5,0,3,4,0,0,2,4,1,6,3,5,3,3,0,11,16,0,12,1,10,1,2,1
5/22/2021,131,5,33,27,37,16,13,19,10,8,1,0,69,62,0,35,1,56,22,6,11,0,0,1,0,0,2,2,0,0,3,2,0,2,1,2,0,0,0,1,4,4,8,7,5,4,0,0,19,14,0,6,0,20,4,1,2
2/19/2021,319,7,32,46,83,63,41,43,13,16,14,0,164,154,1,98,13,60,88,20,40,0,0,0,1,0,1,3,2,0,2,5,0,1,0,5,1,0,0,0,3,5,2,3,5,3,11,0,15,17,0,7,2,16,5,0,2
12/16/2021,3807,9,130,683,1223,894,526,264,140,52,25,0,2062,1716,29,441,128,1072,1058,324,784,0,0,0,0,2,1,3,3,0,3,6,0,0,0,5,4,0,0,10,11,16,14,22,29,15,13,0,66,64,0,21,3,70,27,4,5
7/31/2021,270,5,27,34,73,64,39,22,19,11,8,0,142,127,1,62,12,75,86,9,26,0,1,1,0,1,0,1,1,0,2,3,0,1,0,4,0,0,0,1,3,5,7,3,4,2,2,0,14,13,0,4,0,17,5,0,1
9/9/2021,519,4,39,116,142,106,53,46,33,14,9,0,275,242,2,86,16,145,161,27,84,0,0,0,0,0,1,3,0,0,1,3,0,1,0,0,2,0,1,2,4,7,7,1,6,5,7,0,18,21,0,7,0,23,7,1,1
1/11/2022,4435,25,195,1020,817,759,604,525,401,193,115,1,2422,1986,27,1129,219,780,1090,307,910,0,0,0,1,3,2,5,14,0,9,16,0,6,1,12,6,0,0,6,10,16,20,26,36,38,43,0,101,94,0,39,6,90,46,7,7
11/30/2021,1183,2,52,274,255,235,150,137,76,35,21,0,577,598,8,203,30,269,350,118,213,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0,2,3,7,10,6,10,7,7,0,26,26,0,7,0,25,14,1,5
10/27/2021,386,3,24,99,80,66,53,42,28,11,7,0,197,188,1,69,13,105,121,28,50,0,0,0,0,1,0,0,2,0,1,2,0,0,0,0,3,0,0,1,4,2,2,4,3,3,5,0,12,12,0,4,0,14,5,0,1
1/15/2021,1023,11,53,127,264,196,174,114,79,47,22,0,532,491,0,308,48,221,298,54,94,0,0,0,1,2,2,2,4,0,5,6,0,2,1,5,3,0,0,1,3,5,6,7,14,11,6,0,32,21,0,18,0,20,14,1,0
12/28/2021,9919,14,204,2760,2142,1779,1261,963,576,284,149,5,5514,4286,119,2422,338,2453,1935,697,2074,0,0,1,1,2,3,4,3,0,6,8,0,4,0,7,3,0,0,12,25,22,22,29,39,23,32,0,120,84,0,34,4,118,35,2,11
7/24/2020,347,3,26,38,103,77,47,39,21,11,11,0,196,149,2,138,12,83,78,10,26,0,0,1,0,1,1,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6,3,4,2,5,0,13,13,0,8,1,13,4,0,0
12/17/2020,1348,24,90,169,327,255,197,183,123,50,43,1,708,636,4,597,52,233,265,55,146,0,0,1,1,3,6,2,11,0,9,15,0,9,0,8,7,0,0,1,5,10,5,13,23,13,19,1,43,46,1,28,4,37,15,2,4
11/21/2020,1263,18,99,160,294,248,194,161,115,60,31,0,640,622,1,445,53,218,343,59,145,0,0,0,0,3,4,4,7,0,8,10,0,6,2,7,3,0,0,3,6,12,16,9,16,17,20,0,42,57,0,28,3,40,23,3,2
10/14/2021,359,1,35,79,78,77,46,36,28,11,4,0,216,142,1,61,18,91,121,19,49,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3,5,3,8,9,3,3,0,22,13,0,10,2,13,8,1,1
5/1/2021,352,4,56,63,71,67,58,41,36,11,5,0,184,168,0,71,18,156,73,4,30,0,0,0,0,0,0,1,3,0,1,3,0,2,0,2,0,0,0,4,8,8,11,9,10,4,2,0,33,23,0,11,0,35,8,1,1
1/1/2022,1877,19,179,358,371,351,277,231,148,83,56,2,993,869,15,416,78,495,388,122,378,0,0,0,1,3,5,5,5,0,10,9,0,3,1,12,3,0,0,11,20,23,15,28,24,35,23,0,95,84,0,44,5,94,21,3,12
6/13/2021,28,5,5,5,3,10,4,3,2,1,0,0,18,10,0,5,0,17,3,0,3,0,0,2,0,2,1,0,0,0,0,5,0,3,0,1,1,0,0,0,2,1,0,1,1,0,0,0,5,0,0,2,0,2,1,0,0
6/17/2021,35,2,6,7,7,10,3,3,4,1,0,0,17,18,0,12,1,8,10,2,2,0,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,3,1,0,0,0,5,1,0,4,0,1,1,0,0
7/28/2020,332,3,17,36,87,75,66,33,19,9,7,0,185,145,2,159,11,77,52,7,26,0,0,0,1,0,0,1,1,0,1,2,0,0,0,2,1,0,0,1,2,7,3,1,1,1,1,0,12,5,0,8,0,7,2,0,0
6/25/2020,249,11,22,22,70,65,36,21,20,11,4,0,124,125,0,93,4,63,56,7,26,0,0,1,3,0,2,2,3,0,6,5,0,7,0,3,1,0,0,0,3,1,4,4,3,6,1,0,12,10,0,7,0,12,2,0,1
10/27/2020,1627,4,89,202,452,341,252,179,117,53,31,0,841,783,3,679,46,252,426,75,149,0,0,0,0,0,3,1,0,0,2,2,0,3,0,0,1,0,0,4,2,7,13,23,20,9,11,0,51,38,0,26,3,37,18,4,1
12/31/2021,5257,20,207,1021,1136,949,804,613,404,211,118,1,2868,2327,62,1239,226,1152,1039,348,1253,0,0,0,1,3,4,7,5,0,5,15,0,2,1,11,6,0,0,11,24,24,18,29,30,37,33,1,115,92,0,30,7,113,42,4,11
3/24/2021,684,6,31,63,250,168,79,72,33,12,7,0,333,350,1,155,15,142,287,25,60,0,1,0,1,0,0,3,1,0,3,3,0,2,0,3,1,0,0,1,4,7,4,7,4,2,2,0,20,11,0,9,2,11,5,3,1
2/28/2021,149,3,18,16,34,34,22,17,19,5,2,0,68,80,1,32,14,31,52,4,16,0,0,0,0,0,1,1,1,0,0,3,0,1,0,2,0,0,0,0,1,3,0,0,10,0,4,0,11,7,0,3,0,9,5,0,1
7/5/2020,89,3,16,6,29,19,14,11,8,2,0,0,53,35,1,26,0,24,24,6,9,0,0,0,1,1,1,0,0,0,0,3,0,1,0,1,1,0,0,0,2,1,4,3,2,1,3,0,5,11,0,6,1,6,3,0,0
3/19/2020,184,2,36,5,34,47,35,25,18,18,2,0,87,97,0,22,10,79,64,6,3,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,2,7,9,6,10,1,0,16,20,0,4,1,23,7,1,0
4/10/2021,558,8,50,88,151,112,91,65,28,15,8,0,281,276,1,158,29,160,148,15,48,0,0,0,1,0,4,1,2,0,5,3,0,3,0,4,1,0,0,1,5,3,10,11,6,8,6,0,20,30,0,11,1,33,4,0,1
7/24/2021,196,0,15,45,54,35,17,23,14,4,4,0,93,103,0,37,8,59,59,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,4,2,1,2,0,10,5,0,4,0,9,2,0,0
8/24/2020,554,3,24,91,134,111,96,66,31,18,7,0,292,259,3,298,11,70,132,18,25,0,0,0,0,0,0,2,1,0,0,3,0,1,0,1,1,0,0,3,3,4,2,4,3,2,3,0,8,16,0,8,1,7,6,2,0
11/4/2020,2514,8,96,303,708,563,365,289,173,84,29,0,1291,1214,9,1023,73,398,697,89,234,0,0,0,0,0,1,2,5,0,5,3,0,5,0,1,2,0,0,4,5,4,9,25,16,24,9,0,49,47,0,33,1,36,22,3,1
6/30/2020,265,3,26,25,92,59,39,24,15,5,6,0,135,129,1,113,3,56,61,4,28,0,0,0,0,0,1,2,0,0,2,1,0,1,0,1,1,0,0,2,4,3,3,3,5,2,4,0,13,13,0,11,1,9,5,0,0
12/15/2021,3505,9,105,622,1151,853,411,250,124,63,31,0,1883,1591,31,457,119,930,1026,229,744,0,0,0,1,1,1,3,3,0,5,4,0,1,0,2,6,0,0,3,12,14,10,17,23,13,13,0,49,56,0,15,3,55,26,5,1
9/10/2020,328,2,19,23,120,69,44,36,27,5,4,0,189,138,1,142,8,43,116,4,15,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,4,1,3,2,7,2,0,0,15,4,0,8,0,7,4,0,0
6/24/2020,245,9,25,22,77,56,28,34,11,9,8,0,143,101,1,91,6,59,56,5,28,0,0,0,0,3,4,1,1,0,5,4,0,6,1,2,0,0,0,0,7,4,1,4,2,6,1,0,18,7,0,6,0,15,4,0,0
6/13/2020,120,18,23,13,25,19,14,22,14,7,6,0,67,53,0,50,0,25,18,7,20,0,0,0,0,3,5,5,5,0,11,7,0,3,1,6,8,0,0,0,3,1,6,2,5,1,5,0,13,10,0,9,0,8,4,1,1
9/2/2020,406,3,21,42,127,81,67,46,25,12,6,0,224,181,1,176,11,67,107,17,28,0,0,0,0,1,1,0,1,0,1,2,0,1,0,1,1,0,0,0,2,4,4,2,4,1,4,0,10,11,0,10,0,6,5,0,0
8/15/2020,220,5,21,18,64,41,30,34,20,11,2,0,105,113,2,80,6,56,62,6,10,0,0,0,1,0,0,2,2,0,3,2,0,0,0,3,2,0,0,1,4,2,0,5,3,5,1,0,10,11,0,7,0,10,3,1,0
9/27/2020,168,1,30,15,52,32,24,22,11,9,3,0,94,74,0,56,3,31,52,11,15,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2,2,6,4,8,6,1,0,18,12,0,10,1,10,7,1,1
12/11/2020,1669,28,110,235,380,310,266,225,136,79,38,0,862,805,2,651,65,323,365,64,201,0,0,0,0,2,7,9,10,0,11,17,0,9,1,10,6,2,0,2,5,9,9,21,19,32,13,0,53,57,0,36,2,38,28,5,1
2/8/2021,387,13,52,47,74,67,61,54,44,19,21,0,208,178,1,119,19,97,102,17,33,0,0,2,2,2,2,3,2,0,6,7,0,5,1,2,5,0,0,1,7,7,3,7,3,13,11,0,30,22,0,12,0,19,18,2,1
1/30/2021,419,12,35,76,84,78,52,54,44,20,11,0,219,198,2,162,19,84,107,15,32,0,1,0,0,2,3,3,3,0,1,11,0,6,0,4,2,0,0,0,2,4,4,4,8,7,6,0,12,23,0,12,0,16,7,0,0
1/5/2021,1600,17,87,170,470,298,242,184,133,65,37,1,810,788,2,601,58,272,443,58,168,0,0,0,1,2,4,6,4,0,3,14,0,5,1,5,6,0,0,0,7,4,5,13,21,21,16,0,45,42,0,19,5,35,26,2,0
1/7/2021,1385,17,85,167,366,278,188,157,148,51,30,0,678,693,14,500,64,226,428,38,129,0,0,1,0,4,3,6,3,0,6,11,0,7,1,7,2,0,0,0,5,10,7,16,18,14,15,0,39,46,0,21,4,34,22,3,1
11/17/2020,2465,21,145,266,587,492,390,344,227,104,55,0,1275,1181,9,1001,77,431,557,109,290,0,0,0,0,4,10,3,4,0,7,14,0,10,1,6,4,0,0,3,7,11,13,21,40,34,16,0,66,79,0,47,6,61,23,4,4
11/20/2021,465,3,39,81,87,107,73,56,35,17,9,0,244,221,0,65,11,101,164,38,86,0,0,0,0,0,1,0,2,0,2,1,0,1,1,0,1,0,0,0,2,4,10,5,7,7,4,0,20,19,0,6,0,19,10,0,4
5/12/2021,342,6,36,69,74,71,44,43,20,19,2,0,196,146,0,83,17,157,46,7,32,0,0,0,1,0,1,3,1,0,4,2,0,0,0,6,0,0,0,0,3,6,6,9,9,1,2,0,22,14,0,10,1,18,5,0,2
10/25/2020,526,10,44,66,139,125,63,66,39,18,10,0,282,243,1,140,15,92,206,26,47,0,0,0,2,0,4,3,1,0,4,6,0,3,0,5,2,0,0,2,5,4,6,9,9,5,4,0,24,20,0,13,0,21,7,3,0
5/26/2021,171,6,31,31,44,24,22,24,11,9,6,0,98,73,0,45,3,75,24,5,19,0,0,0,0,0,5,1,0,0,1,5,0,0,0,4,2,0,0,0,5,1,7,8,3,3,4,0,15,16,0,2,0,21,6,1,1
2/13/2021,222,8,28,23,61,41,36,29,20,7,5,0,119,103,0,76,14,47,65,9,11,0,0,0,1,0,1,3,3,0,3,5,0,2,1,1,4,0,0,1,3,0,7,1,5,4,7,0,17,11,0,5,2,9,8,4,0
9/20/2021,487,5,29,104,119,99,55,42,39,18,11,0,270,215,2,88,21,133,158,34,53,0,0,0,2,2,0,0,1,0,1,4,0,2,0,1,2,0,0,1,0,4,6,2,5,5,6,0,15,14,0,7,0,15,7,0,0
11/8/2021,605,5,25,175,117,103,94,60,26,18,12,0,304,296,5,99,17,156,176,59,98,0,0,0,0,0,2,2,1,0,3,2,0,2,0,2,1,0,0,4,1,4,3,3,4,3,3,0,15,10,0,6,0,11,6,0,2
2/25/2021,282,8,21,33,69,60,53,19,26,17,5,0,134,148,0,99,14,46,86,12,25,0,0,0,0,0,1,5,2,0,2,6,0,4,0,1,3,0,0,0,2,2,1,5,4,6,1,0,9,12,0,5,4,9,3,0,0
11/1/2021,440,3,35,108,66,96,52,56,37,16,9,0,231,202,7,92,7,105,134,37,65,0,0,0,0,0,0,2,1,0,1,2,0,0,1,1,1,0,0,2,4,2,2,1,11,6,7,0,15,20,0,6,0,21,7,0,1
10/30/2021,280,2,16,57,60,63,29,32,21,12,6,0,140,139,1,54,14,72,88,22,30,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,2,5,3,3,1,0,10,6,0,3,1,9,2,1,0
2/16/2021,213,5,34,24,65,30,43,22,17,8,4,0,113,99,1,46,11,41,80,11,24,0,0,0,0,0,1,3,1,0,1,4,0,2,0,2,1,0,0,0,2,3,4,7,7,6,5,0,24,10,0,7,1,16,8,1,1
6/20/2021,27,1,6,6,6,4,4,2,5,0,0,0,16,11,0,11,0,6,5,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,2,0,4,2,0,2,0,4,0,0,0
11/9/2021,650,5,29,181,129,129,75,58,42,23,13,0,332,314,4,90,27,204,175,42,112,0,0,0,0,0,3,1,1,0,2,3,0,1,1,1,2,0,0,0,4,5,3,2,7,3,5,0,18,11,0,3,2,17,6,0,1
3/10/2021,337,10,17,53,101,67,42,41,21,7,5,0,169,168,0,107,11,54,112,16,37,0,0,0,2,1,2,3,2,0,4,6,0,2,1,3,3,0,1,0,2,0,1,3,4,4,3,0,9,8,0,6,1,6,2,2,0
3/10/2020,11,0,5,1,2,3,2,0,0,2,1,0,8,3,0,0,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,2,3,0,0,0,4,0,1,0
12/10/2021,1211,15,74,238,261,285,180,105,83,26,19,14,621,587,3,161,35,314,314,137,250,0,0,3,0,0,2,3,7,0,11,4,0,2,1,6,6,0,0,2,3,10,7,13,22,8,9,0,30,44,0,16,1,25,22,7,3
7/9/2021,84,1,8,13,20,26,12,5,5,2,1,0,41,43,0,18,1,25,21,1,18,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1,2,1,1,0,1,0,5,3,0,3,0,2,3,0,0
4/12/2020,341,33,136,28,32,56,54,60,46,34,31,0,144,197,0,104,7,120,60,21,29,0,0,1,2,3,11,6,10,0,16,17,0,4,1,20,8,0,0,0,2,7,16,31,29,30,21,0,56,80,0,34,4,67,25,6,0
5/6/2021,402,8,56,64,101,83,49,46,39,13,7,0,220,181,1,107,6,165,65,9,50,0,0,0,0,1,4,1,2,0,5,3,0,3,0,4,1,0,0,0,8,1,6,15,12,11,3,0,33,23,0,10,2,34,8,0,2
5/18/2021,286,5,33,69,61,47,37,37,19,8,8,0,163,123,0,60,5,126,55,1,39,0,0,0,0,1,1,3,0,0,3,2,0,3,0,1,1,0,0,2,2,6,4,5,9,2,3,0,16,17,0,5,0,24,3,0,1
3/26/2021,600,6,37,75,216,134,68,56,34,6,11,0,290,310,0,167,29,103,225,26,50,0,0,0,0,2,2,0,2,0,4,2,0,0,1,4,1,0,0,1,7,0,6,8,5,6,4,0,16,21,0,6,0,22,9,0,0
6/23/2021,47,0,6,7,10,11,9,6,2,0,2,0,28,19,0,11,1,17,10,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,4,2,0,2,0,4,0,0,0
11/19/2020,2169,17,119,250,526,458,358,278,187,83,29,0,1117,1047,5,893,60,348,492,87,289,0,0,0,0,0,7,5,5,0,7,10,0,3,1,5,7,1,0,4,4,10,17,20,21,26,17,0,56,63,0,37,5,40,29,5,3
3/23/2021,568,5,43,66,192,124,74,66,28,11,7,0,282,286,0,139,30,96,227,19,57,0,0,0,0,0,2,3,0,0,2,3,0,2,1,2,0,0,0,1,3,7,6,4,17,2,3,0,20,23,0,9,0,23,10,1,0
11/2/2020,2323,15,109,271,556,506,372,311,186,75,46,0,1188,1127,8,915,62,396,579,87,284,0,0,0,0,0,2,5,8,0,6,9,0,1,1,5,8,0,0,1,5,11,15,24,22,15,16,0,52,57,0,31,3,45,26,2,2
10/3/2020,227,3,31,26,57,46,35,28,20,9,6,0,121,106,0,76,7,36,76,7,25,0,0,0,0,1,1,0,1,0,1,2,0,2,0,1,0,0,0,0,2,5,2,4,10,4,4,0,15,16,0,13,0,12,5,0,1
4/2/2021,678,3,58,83,203,139,107,83,39,17,7,0,347,331,0,183,40,148,223,17,67,0,0,0,0,1,0,1,1,0,2,1,0,1,0,1,1,0,0,2,3,5,13,9,12,10,4,0,27,31,0,17,1,29,10,1,0
6/22/2020,218,9,32,23,60,34,38,26,19,15,3,0,113,105,0,111,3,45,33,5,21,0,1,0,0,2,3,1,2,0,5,4,0,7,0,1,1,0,0,1,4,6,3,6,5,4,3,0,15,17,0,15,0,14,3,0,0
4/11/2020,397,33,142,7,53,71,65,83,54,38,26,0,184,213,0,114,17,158,59,14,35,0,0,1,1,6,7,10,8,0,15,18,0,8,2,21,2,0,0,2,3,7,16,29,33,32,20,0,57,85,0,38,5,75,17,5,2
3/22/2020,168,2,68,6,23,27,31,37,24,14,6,0,74,94,0,22,6,82,51,6,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,6,7,12,14,12,12,5,0,34,34,0,11,4,46,5,2,0
11/15/2020,834,13,124,86,191,161,138,110,84,35,28,1,443,391,0,252,29,161,270,43,79,0,0,0,0,0,5,4,4,0,7,6,0,7,1,4,1,0,0,4,8,8,17,13,25,26,23,0,70,54,0,44,2,52,19,5,2
12/3/2021,917,8,69,206,190,169,129,87,79,43,14,0,438,475,4,156,39,211,255,87,169,0,0,0,2,0,2,1,3,0,4,4,0,2,0,4,2,0,0,1,7,5,9,8,18,9,12,0,31,38,0,10,2,30,20,3,4
9/1/2020,330,3,17,34,97,70,38,45,32,8,6,0,177,153,0,140,6,60,86,7,31,0,0,0,0,0,2,1,0,0,2,1,0,2,0,0,1,0,0,0,1,2,7,2,2,1,2,0,8,9,0,5,0,8,2,1,1
12/27/2021,8805,17,229,1448,2070,1899,1324,984,656,284,139,1,4808,3877,120,1786,322,2110,1801,643,2143,0,0,0,0,2,5,4,6,0,6,11,0,3,1,9,4,0,0,13,20,26,29,30,52,32,27,0,129,100,0,45,4,116,42,8,14
1/27/2021,657,14,47,76,146,131,101,92,61,33,17,0,338,319,0,196,30,148,176,31,76,0,0,0,0,0,3,4,7,0,4,10,0,2,1,8,3,0,0,0,2,4,4,7,7,15,8,0,27,20,0,12,1,15,14,3,2
8/4/2020,369,2,32,50,105,69,53,39,33,16,4,0,202,164,3,175,8,77,76,18,15,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,4,2,6,3,8,7,2,0,18,14,0,9,2,15,5,1,0
6/12/2021,46,5,9,5,13,13,3,7,1,2,2,0,18,28,0,10,1,13,11,2,9,0,0,0,0,1,1,2,1,0,5,0,0,2,1,0,2,0,0,0,0,2,3,1,0,1,2,0,4,5,0,4,0,4,1,0,0
8/9/2020,115,2,17,16,41,21,12,6,9,6,4,0,53,62,0,47,4,19,39,0,6,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,5,2,1,3,2,0,4,0,9,8,0,3,0,10,3,0,1
11/11/2020,2490,9,128,267,683,515,360,321,211,79,54,0,1306,1174,10,761,89,454,718,113,355,0,0,0,0,1,5,1,2,0,3,6,0,5,0,2,2,0,0,2,11,7,14,21,28,19,26,0,71,57,0,32,2,52,36,3,3
6/12/2020,248,21,24,32,61,42,46,27,21,8,11,0,141,103,4,140,3,44,31,7,23,0,0,1,0,3,7,7,3,0,9,12,0,11,0,7,3,0,0,1,1,1,1,6,7,5,2,0,11,13,0,12,0,10,2,0,0
1/10/2022,4841,25,202,993,943,788,689,627,460,215,126,0,2549,2262,30,1160,230,857,1166,319,1109,0,0,0,2,1,5,9,8,0,11,14,0,4,0,10,11,0,0,5,17,21,13,32,42,29,43,0,112,90,0,52,6,96,40,2,6
4/30/2020,1274,40,168,57,230,221,230,189,150,95,102,0,628,644,2,634,24,268,177,38,133,0,0,3,0,4,8,11,14,0,17,23,0,13,1,18,8,0,0,1,11,16,12,34,40,24,30,0,76,92,0,64,8,58,31,5,2
7/30/2020,340,3,17,49,78,80,48,49,25,7,4,0,175,165,0,160,13,79,64,4,20,0,0,0,1,0,0,1,1,0,2,1,0,2,0,1,0,0,0,2,1,2,2,3,1,4,2,0,11,6,0,7,1,6,3,0,0
12/2/2021,1067,8,66,231,250,215,134,118,70,30,19,0,575,485,7,185,23,253,306,109,191,0,0,0,0,0,4,3,1,0,4,4,0,2,0,6,0,0,0,0,10,6,9,9,10,12,10,0,41,25,0,13,0,33,17,2,1
2/24/2021,338,4,32,38,79,65,54,48,29,12,13,0,160,173,5,92,8,87,98,10,43,0,0,0,0,0,1,1,2,0,2,2,0,2,0,1,1,0,0,1,3,1,7,6,5,5,4,0,16,16,0,8,2,16,5,1,0
3/1/2021,312,2,26,47,81,53,45,32,34,9,11,0,156,155,1,84,16,64,93,21,34,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,4,2,4,7,3,5,0,10,16,0,7,1,8,7,3,0
10/2/2021,239,4,23,52,40,48,31,37,19,9,3,0,123,115,1,29,10,75,73,25,27,0,0,0,0,0,1,1,2,0,2,2,0,0,0,3,1,0,0,0,4,4,1,5,4,5,0,0,12,11,0,5,0,12,6,0,0
11/3/2020,2143,13,108,262,555,450,350,265,153,65,43,0,1090,1050,3,883,74,295,578,88,225,0,0,0,0,2,5,4,2,0,2,11,0,4,0,4,5,0,0,3,10,12,11,17,23,13,19,0,52,56,0,45,5,36,19,1,2
3/25/2021,674,3,33,75,243,160,81,58,35,17,5,0,309,365,0,159,24,129,266,25,71,0,0,0,1,0,1,0,1,0,1,2,0,1,0,1,1,0,0,1,2,5,6,6,7,5,1,0,12,21,0,9,0,16,7,1,0
7/26/2021,327,2,25,61,91,77,34,33,19,6,6,0,177,149,1,52,14,95,98,15,53,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,6,2,4,3,2,3,4,0,11,14,0,5,0,17,2,0,1
9/19/2021,244,2,30,55,50,56,34,23,16,2,8,0,127,116,1,47,16,62,74,20,25,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,2,6,1,5,5,5,2,4,0,14,16,0,5,1,17,4,0,3
12/25/2021,1365,20,166,231,318,264,190,156,97,78,31,0,701,643,21,244,52,502,283,101,183,0,0,0,2,1,7,6,4,0,10,10,0,6,0,8,5,1,0,10,20,20,18,25,29,30,14,0,82,83,1,23,3,99,34,6,1
5/24/2020,279,27,92,16,55,42,48,33,47,22,16,0,149,130,0,143,6,55,23,11,41,0,0,0,4,2,6,8,7,0,14,13,0,9,0,12,6,0,0,0,7,6,5,19,31,13,11,0,45,47,0,32,2,37,10,5,6
12/11/2021,882,11,74,167,218,178,131,82,63,33,10,0,466,412,4,123,29,212,260,82,176,0,0,0,5,2,1,2,1,0,3,8,0,4,0,3,4,0,0,4,9,7,12,9,13,10,10,0,34,40,0,15,1,30,20,2,6
7/27/2020,362,1,19,51,102,66,50,40,30,14,9,0,193,166,3,183,11,85,58,9,16,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,2,2,4,0,2,6,0,7,12,0,5,3,7,4,0,0
3/21/2021,223,4,48,28,69,44,29,24,17,8,4,0,102,121,0,52,10,58,85,6,12,0,0,0,0,0,1,0,3,0,2,2,0,1,1,0,2,0,0,1,6,7,3,8,9,8,6,0,30,18,0,10,1,26,11,0,0
2/10/2021,367,11,47,51,101,70,42,44,28,18,13,0,172,195,0,87,12,94,119,17,38,0,0,0,1,1,2,2,5,0,5,6,0,3,1,4,3,0,0,1,6,6,4,10,9,2,9,0,17,30,0,16,1,19,9,1,1
12/21/2021,6544,9,189,882,1958,1659,893,610,351,121,69,1,3550,2920,74,869,222,1706,1903,525,1319,0,0,0,1,1,1,3,3,0,3,6,0,2,0,5,2,0,0,12,20,20,18,30,30,36,23,0,88,101,0,33,2,103,39,3,9
6/4/2020,319,15,31,27,91,63,54,40,26,10,8,0,160,158,1,172,7,77,30,6,27,0,0,2,1,0,6,4,2,0,6,9,0,6,1,8,0,0,0,0,5,1,6,5,10,3,1,0,17,14,0,13,1,10,6,0,1
